Date,Open,High,Low,Close,Adj Close,Volume
2005-01-03,0.06667,0.06667,0.06667,0.06667,0.06667,360000
2005-01-04,0.06667,0.06667,0.06667,0.06667,0.06667,566325
2005-01-05,0.06667,0.06667,0.06667,0.06667,0.06667,11250
2005-01-06,0.04444,0.06667,0.04444,0.06667,0.06667,245250
2005-01-07,0.06667,0.06667,0.04444,0.06667,0.06667,175500
2005-01-10,0.06667,0.06667,0.04444,0.06667,0.06667,19350
2005-01-11,0.04444,0.04444,0.04444,0.04444,0.04444,36000
2005-01-12,0.04444,0.06667,0.04444,0.06667,0.06667,45900
2005-01-13,0.06667,0.06667,0.04444,0.04444,0.04444,96750
2005-01-14,0.06667,0.06667,0.04444,0.04444,0.04444,90000
2005-01-17,0.06667,0.08889,0.06667,0.08889,0.08889,3876750
2005-01-18,0.08889,0.08889,0.06667,0.08889,0.08889,1336950
2005-01-19,0.06667,0.08889,0.06667,0.08889,0.08889,1622475
2005-01-20,0.06667,0.08889,0.06667,0.08889,0.08889,225000
2005-01-24,0.08889,0.08889,0.06667,0.08889,0.08889,1003500
2005-01-25,0.06667,0.08889,0.06667,0.06667,0.06667,456525
2005-01-26,0.06667,0.08889,0.06667,0.08889,0.08889,546750
2005-01-27,0.06667,0.06667,0.06667,0.06667,0.06667,247500
2005-01-28,0.06667,0.06667,0.06667,0.06667,0.06667,248625
2005-01-31,0.06667,0.08889,0.06667,0.08889,0.08889,243675
2005-02-01,0.06667,0.08889,0.06667,0.06667,0.06667,362925
2005-02-02,0.06667,0.08889,0.06667,0.06667,0.06667,180675
2005-02-03,0.06667,0.06667,0.06667,0.06667,0.06667,1886850
2005-02-04,0.06667,0.06667,0.04444,0.06667,0.06667,1040850
2005-02-07,0.06667,0.06667,0.06667,0.06667,0.06667,227700
2005-02-08,0.06667,0.08889,0.06667,0.06667,0.06667,296325
2005-02-11,0.06667,0.08889,0.06667,0.06667,0.06667,173250
2005-02-14,0.08889,0.08889,0.06667,0.06667,0.06667,97200
2005-02-15,0.06667,0.06667,0.06667,0.06667,0.06667,94275
2005-02-16,0.06667,0.08889,0.06667,0.08889,0.08889,2063250
2005-02-17,0.08889,0.08889,0.06667,0.08889,0.08889,1217025
2005-02-18,0.08889,0.08889,0.06667,0.08889,0.08889,193725
2005-02-21,0.06667,0.08889,0.06667,0.06667,0.06667,150300
2005-02-22,0.06667,0.08889,0.06667,0.08889,0.08889,230400
2005-02-23,0.06667,0.06667,0.06667,0.06667,0.06667,172575
2005-02-24,0.06667,0.06667,0.06667,0.06667,0.06667,232875
2005-02-25,0.06667,0.06667,0.06667,0.06667,0.06667,337050
2005-02-28,0.06667,0.06667,0.06667,0.06667,0.06667,978750
2005-03-01,0.06667,0.08889,0.06667,0.08889,0.08889,296100
2005-03-02,0.06667,0.08889,0.06667,0.06667,0.06667,162450
2005-03-03,0.06667,0.06667,0.06667,0.06667,0.06667,274275
2005-03-04,0.06667,0.06667,0.06667,0.06667,0.06667,258525
2005-03-07,0.06667,0.08889,0.04444,0.06667,0.06667,1141875
2005-03-08,0.06667,0.06667,0.06667,0.06667,0.06667,302850
2005-03-09,0.06667,0.06667,0.06667,0.06667,0.06667,529425
2005-03-10,0.06667,0.06667,0.04444,0.06667,0.06667,339975
2005-03-11,0.06667,0.06667,0.04444,0.06667,0.06667,181125
2005-03-14,0.04444,0.06667,0.04444,0.06667,0.06667,175500
2005-03-15,0.06667,0.06667,0.04444,0.06667,0.06667,8325
2005-03-16,0.06667,0.06667,0.06667,0.06667,0.06667,74025
2005-03-17,0.06667,0.06667,0.06667,0.06667,0.06667,45000
2005-03-18,0.04444,0.06667,0.04444,0.04444,0.04444,6750
2005-03-21,0.04444,0.06667,0.04444,0.06667,0.06667,23400
2005-03-22,0.04444,0.04444,0.04444,0.04444,0.04444,2475
2005-03-23,0.04444,0.04444,0.04444,0.04444,0.04444,22500
2005-03-24,0.04444,0.04444,0.04444,0.04444,0.04444,11700
2005-03-28,0.04444,0.04444,0.04444,0.04444,0.04444,502425
2005-03-29,0.04444,0.04444,0.04444,0.04444,0.04444,4500
2005-03-30,0.06667,0.06667,0.06667,0.06667,0.06667,182250
2005-03-31,0.06667,0.06667,0.04444,0.06667,0.06667,83025
2005-04-01,0.04444,0.04444,0.04444,0.04444,0.04444,1125
2005-04-04,0.06667,0.06667,0.06667,0.06667,0.06667,162000
2005-04-05,0.06667,0.06667,0.04444,0.04444,0.04444,132300
2005-04-06,0.06667,0.06667,0.04444,0.04444,0.04444,47250
2005-04-07,0.04444,0.04444,0.04444,0.04444,0.04444,2700
2005-04-08,0.05556,0.08333,0.05556,0.05556,0.05556,0
2005-04-11,0.05556,0.08333,0.05556,0.05556,0.05556,0
2005-04-12,0.06667,0.06667,0.06667,0.06667,0.06667,60525
2005-04-13,0.06667,0.06667,0.06667,0.06667,0.06667,9000
2005-04-14,0.04444,0.06667,0.04444,0.06667,0.06667,66375
2005-04-15,0.04444,0.06667,0.04444,0.04444,0.04444,29475
2005-04-18,0.04444,0.04444,0.04444,0.04444,0.04444,47250
2005-04-19,0.04444,0.04444,0.04444,0.04444,0.04444,32175
2005-04-20,0.04444,0.06667,0.04444,0.06667,0.06667,22500
2005-04-21,0.04444,0.06667,0.04444,0.06667,0.06667,8775
2005-04-22,0.05556,0.08333,0.05556,0.05556,0.05556,0
2005-04-25,0.04444,0.04444,0.04444,0.04444,0.04444,5850
2005-04-26,0.05556,0.08333,0.05556,0.05556,0.05556,0
2005-04-27,0.04444,0.04444,0.04444,0.04444,0.04444,118350
2005-04-28,0.04444,0.04444,0.04444,0.04444,0.04444,11250
2005-04-29,0.05556,0.08333,0.05556,0.05556,0.05556,0
2005-05-03,0.04444,0.04444,0.04444,0.04444,0.04444,6750
2005-05-04,0.04444,0.04444,0.04444,0.04444,0.04444,9000
2005-05-05,0.05556,0.08333,0.05556,0.05556,0.05556,0
2005-05-06,0.04444,0.04444,0.04444,0.04444,0.04444,39375
2005-05-09,0.04444,0.04444,0.04444,0.04444,0.04444,20925
2005-05-10,0.04444,0.06667,0.04444,0.06667,0.06667,78975
2005-05-11,0.06667,0.06667,0.04444,0.04444,0.04444,46350
2005-05-12,0.04444,0.06667,0.04444,0.04444,0.04444,72675
2005-05-13,0.05556,0.08333,0.05556,0.05556,0.05556,0
2005-05-16,0.04444,0.04444,0.04444,0.04444,0.04444,49500
2005-05-17,0.05556,0.08333,0.05556,0.05556,0.05556,0
2005-05-18,0.04444,0.04444,0.04444,0.04444,0.04444,397125
2005-05-19,0.04444,0.04444,0.04444,0.04444,0.04444,14175
2005-05-20,0.04444,0.06667,0.04444,0.06667,0.06667,2957175
2005-05-24,0.06667,0.06667,0.04444,0.04444,0.04444,22950
2005-05-25,0.04444,0.04444,0.04444,0.04444,0.04444,47250
2005-05-26,0.04444,0.04444,0.04444,0.04444,0.04444,11250
2005-05-27,0.04444,0.04444,0.04444,0.04444,0.04444,241875
2005-05-30,0.04444,0.06667,0.04444,0.04444,0.04444,2917125
2005-05-31,0.04444,0.04444,0.04444,0.04444,0.04444,33750
2005-06-01,0.04444,0.04444,0.04444,0.04444,0.04444,36675
2005-06-02,0.04444,0.04444,0.04444,0.04444,0.04444,20250
2005-06-03,0.04444,0.04444,0.04444,0.04444,0.04444,45000
2005-06-06,0.06667,0.06667,0.04444,0.06667,0.06667,2942775
2005-06-07,0.06667,0.08889,0.04444,0.06667,0.06667,4518225
2005-06-08,0.06667,0.06667,0.06667,0.06667,0.06667,1395000
2005-06-09,0.06667,0.06667,0.06667,0.06667,0.06667,281250
2005-06-10,0.04444,0.04444,0.04444,0.04444,0.04444,36000
2005-06-13,0.04444,0.06667,0.04444,0.06667,0.06667,2654550
2005-06-14,0.06667,0.06667,0.04444,0.04444,0.04444,116100
2005-06-15,0.06667,0.08889,0.06667,0.06667,0.06667,2473650
2005-06-16,0.06667,0.06667,0.06667,0.06667,0.06667,389700
2005-06-17,0.06667,0.06667,0.06667,0.06667,0.06667,2721150
2005-06-20,0.06667,0.06667,0.04444,0.04444,0.04444,769050
2005-06-21,0.06667,0.08889,0.06667,0.08889,0.08889,270000
2005-06-22,0.06667,0.06667,0.04444,0.04444,0.04444,180000
2005-06-23,0.06667,0.08889,0.06667,0.06667,0.06667,1545975
2005-06-24,0.06667,0.08889,0.06667,0.06667,0.06667,1177200
2005-06-27,0.08889,0.08889,0.06667,0.08889,0.08889,492750
2005-06-28,0.06667,0.06667,0.06667,0.06667,0.06667,281475
2005-06-29,0.04444,0.06667,0.04444,0.06667,0.06667,378675
2005-06-30,0.06667,0.06667,0.06667,0.06667,0.06667,248625
2005-07-01,0.06667,0.06667,0.06667,0.06667,0.06667,1792125
2005-07-04,0.06667,0.06667,0.06667,0.06667,0.06667,185625
2005-07-05,0.04444,0.06667,0.04444,0.06667,0.06667,36900
2005-07-06,0.06667,0.06667,0.04444,0.04444,0.04444,257625
2005-07-07,0.04444,0.04444,0.04444,0.04444,0.04444,126675
2005-07-08,0.04444,0.06667,0.04444,0.06667,0.06667,1844100
2005-07-11,0.06667,0.06667,0.06667,0.06667,0.06667,510300
2005-07-12,0.04444,0.04444,0.04444,0.04444,0.04444,407700
2005-07-13,0.04444,0.06667,0.04444,0.04444,0.04444,36450
2005-07-14,0.06667,0.06667,0.06667,0.06667,0.06667,675675
2005-07-15,0.06667,0.06667,0.04444,0.06667,0.06667,2918475
2005-07-18,0.06667,0.06667,0.04444,0.06667,0.06667,2114100
2005-07-19,0.06667,0.06667,0.06667,0.06667,0.06667,202275
2005-07-20,0.06667,0.06667,0.06667,0.06667,0.06667,351000
2005-07-21,0.04444,0.06667,0.04444,0.06667,0.06667,30150
2005-07-22,0.06667,0.06667,0.04444,0.04444,0.04444,143775
2005-07-25,0.06667,0.06667,0.04444,0.06667,0.06667,1697175
2005-07-26,0.06667,0.06667,0.04444,0.04444,0.04444,1579050
2005-07-27,0.06667,0.06667,0.06667,0.06667,0.06667,119025
2005-07-28,0.06667,0.06667,0.04444,0.04444,0.04444,94275
2005-07-29,0.04444,0.06667,0.04444,0.04444,0.04444,330975
2005-08-01,0.06667,0.06667,0.04444,0.04444,0.04444,891450
2005-08-02,0.06667,0.06667,0.04444,0.06667,0.06667,183375
2005-08-03,0.04444,0.06667,0.04444,0.06667,0.06667,153000
2005-08-04,0.04444,0.06667,0.04444,0.06667,0.06667,103050
2005-08-05,0.06667,0.06667,0.06667,0.06667,0.06667,36000
2005-08-08,0.04444,0.06667,0.04444,0.06667,0.06667,67500
2005-08-10,0.06667,0.06667,0.04444,0.06667,0.06667,227475
2005-08-11,0.04444,0.04444,0.04444,0.04444,0.04444,11250
2005-08-12,0.04444,0.06667,0.04444,0.06667,0.06667,53325
2005-08-15,0.04444,0.04444,0.04444,0.04444,0.04444,34875
2005-08-16,0.06667,0.06667,0.06667,0.06667,0.06667,11250
2005-08-17,0.06667,0.06667,0.04444,0.04444,0.04444,380925
2005-08-18,0.04444,0.06667,0.04444,0.06667,0.06667,1600875
2005-08-19,0.05556,0.08333,0.05556,0.05556,0.05556,0
2005-08-22,0.06667,0.06667,0.04444,0.06667,0.06667,824625
2005-08-23,0.06667,0.06667,0.06667,0.06667,0.06667,625725
2005-08-24,0.06667,0.06667,0.04444,0.06667,0.06667,159750
2005-08-25,0.06667,0.06667,0.06667,0.06667,0.06667,688950
2005-08-26,0.06667,0.06667,0.06667,0.06667,0.06667,2214225
2005-08-29,0.06667,0.06667,0.06667,0.06667,0.06667,618525
2005-08-30,0.08889,0.08889,0.06667,0.06667,0.06667,1108350
2005-08-31,0.08889,0.08889,0.06667,0.06667,0.06667,2021850
2005-09-01,0.06667,0.08889,0.06667,0.06667,0.06667,741600
2005-09-02,0.06667,0.06667,0.06667,0.06667,0.06667,533250
2005-09-05,0.06667,0.06667,0.06667,0.06667,0.06667,754875
2005-09-06,0.06667,0.06667,0.06667,0.06667,0.06667,389025
2005-09-07,0.06667,0.06667,0.06667,0.06667,0.06667,182250
2005-09-08,0.06667,0.06667,0.06667,0.06667,0.06667,76500
2005-09-09,0.06667,0.06667,0.06667,0.06667,0.06667,98550
2005-09-12,0.06667,0.06667,0.06667,0.06667,0.06667,255150
2005-09-13,0.06667,0.06667,0.06667,0.06667,0.06667,64575
2005-09-14,0.06667,0.06667,0.06667,0.06667,0.06667,255825
2005-09-15,0.06667,0.06667,0.06667,0.06667,0.06667,235350
2005-09-16,0.08889,0.08889,0.06667,0.06667,0.06667,104625
2005-09-19,0.06667,0.06667,0.06667,0.06667,0.06667,94950
2005-09-20,0.06667,0.06667,0.06667,0.06667,0.06667,78300
2005-09-21,0.06667,0.06667,0.06667,0.06667,0.06667,252675
2005-09-22,0.06667,0.06667,0.06667,0.06667,0.06667,84600
2005-09-23,0.06667,0.06667,0.06667,0.06667,0.06667,215100
2005-09-26,0.06667,0.06667,0.06667,0.06667,0.06667,36450
2005-09-27,0.06667,0.06667,0.06667,0.06667,0.06667,185625
2005-09-28,0.06667,0.08889,0.06667,0.08889,0.08889,96750
2005-09-29,0.08889,0.08889,0.06667,0.06667,0.06667,1756575
2005-09-30,0.06667,0.06667,0.06667,0.06667,0.06667,1801
2005-10-03,0.06667,0.06667,0.04444,0.04444,0.04444,541125
2005-10-04,0.06667,0.08889,0.06667,0.08889,0.08889,779625
2005-10-05,0.06667,0.08889,0.06667,0.06667,0.06667,388350
2005-10-06,0.06667,0.06667,0.06667,0.06667,0.06667,272
2005-10-07,0.06667,0.06667,0.06667,0.06667,0.06667,237
2005-10-10,0.06667,0.06667,0.04444,0.06667,0.06667,152
2005-10-11,0.06667,0.06667,0.06667,0.06667,0.06667,677
2005-10-12,0.06667,0.08889,0.06667,0.06667,0.06667,222975
2005-10-13,0.06667,0.06667,0.04444,0.06667,0.06667,1175
2005-10-14,0.06667,0.06667,0.06667,0.06667,0.06667,214
2005-10-17,0.06667,0.06667,0.06667,0.06667,0.06667,432
2005-10-18,0.04444,0.06667,0.04444,0.06667,0.06667,153450
2005-10-19,0.06667,0.06667,0.04444,0.06667,0.06667,148
2005-10-20,0.06667,0.06667,0.04444,0.04444,0.04444,142200
2005-10-21,0.04444,0.06667,0.04444,0.06667,0.06667,92250
2005-10-24,0.06667,0.06667,0.04444,0.04444,0.04444,1634850
2005-10-25,0.04444,0.04444,0.04444,0.04444,0.04444,1329
2005-10-26,0.04444,0.04444,0.04444,0.04444,0.04444,239
2005-10-27,0.04444,0.04444,0.04444,0.04444,0.04444,678
2005-10-28,0.04444,0.06667,0.04444,0.06667,0.06667,102825
2005-10-31,0.06667,0.06667,0.04444,0.04444,0.04444,595575
2005-11-02,0.04444,0.06667,0.04444,0.06667,0.06667,101250
2005-11-04,0.04444,0.04444,0.04444,0.04444,0.04444,48
2005-11-07,0.05556,0.08333,0.05556,0.05556,0.05556,0
2005-11-08,0.04444,0.04444,0.04444,0.04444,0.04444,79
2005-11-09,0.04444,0.04444,0.04444,0.04444,0.04444,104
2005-11-10,0.06667,0.06667,0.04444,0.04444,0.04444,364725
2005-11-11,0.06667,0.06667,0.04444,0.04444,0.04444,89550
2005-11-14,0.04444,0.04444,0.04444,0.04444,0.04444,115
2005-11-15,0.04444,0.06667,0.04444,0.06667,0.06667,436050
2005-11-16,0.06667,0.06667,0.04444,0.04444,0.04444,182250
2005-11-17,0.04444,0.06667,0.04444,0.06667,0.06667,175725
2005-11-18,0.06667,0.06667,0.04444,0.04444,0.04444,101025
2005-11-21,0.04444,0.04444,0.04444,0.04444,0.04444,56
2005-11-22,0.04444,0.06667,0.04444,0.06667,0.06667,168075
2005-11-23,0.04444,0.06667,0.04444,0.06667,0.06667,115650
2005-11-24,0.04444,0.04444,0.04444,0.04444,0.04444,9
2005-11-25,0.04444,0.04444,0.04444,0.04444,0.04444,7
2005-11-28,0.06667,0.06667,0.04444,0.06667,0.06667,241
2005-11-29,0.04444,0.04444,0.04444,0.04444,0.04444,11
2005-11-30,0.06667,0.06667,0.04444,0.06667,0.06667,120
2005-12-01,0.04444,0.06667,0.04444,0.04444,0.04444,164250
2005-12-02,0.05556,0.08333,0.05556,0.05556,0.05556,0
2005-12-05,0.06667,0.06667,0.04444,0.04444,0.04444,123300
2005-12-06,0.04444,0.04444,0.04444,0.04444,0.04444,101
2005-12-07,0.04444,0.04444,0.04444,0.04444,0.04444,126
2005-12-08,0.04444,0.04444,0.04444,0.04444,0.04444,65
2005-12-09,0.04444,0.04444,0.04444,0.04444,0.04444,84
2005-12-12,0.06667,0.06667,0.04444,0.04444,0.04444,294075
2005-12-13,0.04444,0.04444,0.04444,0.04444,0.04444,5
2005-12-14,0.04444,0.04444,0.04444,0.04444,0.04444,184
2005-12-15,0.04444,0.04444,0.04444,0.04444,0.04444,22
2005-12-16,0.04444,0.06667,0.04444,0.04444,0.04444,821475
2005-12-19,0.04444,0.06667,0.04444,0.06667,0.06667,450000
2005-12-20,0.04444,0.04444,0.04444,0.04444,0.04444,98
2005-12-21,0.04444,0.06667,0.04444,0.06667,0.06667,166050
2005-12-22,0.04444,0.06667,0.02222,0.04444,0.04444,9668700
2005-12-23,0.04444,0.04444,0.04444,0.04444,0.04444,50
2005-12-27,0.04444,0.04444,0.04444,0.04444,0.04444,93
2005-12-28,0.05556,0.08333,0.05556,0.05556,0.05556,0
2005-12-29,0.06667,0.06667,0.04444,0.04444,0.04444,16875
2005-12-30,0.04444,0.04444,0.04444,0.04444,0.04444,19
2006-01-03,0.04444,0.04444,0.04444,0.04444,0.04444,70
2006-01-04,0.04444,0.06667,0.04444,0.04444,0.04444,164700
2006-01-05,0.04444,0.06667,0.04444,0.04444,0.04444,307800
2006-01-06,0.04444,0.04444,0.04444,0.04444,0.04444,7
2006-01-09,0.04444,0.04444,0.04444,0.04444,0.04444,7
2006-01-10,0.05556,0.05556,0.05556,0.05556,0.05556,0
2006-01-11,0.04444,0.04444,0.04444,0.04444,0.04444,55
2006-01-12,0.04444,0.04444,0.04444,0.04444,0.04444,109
2006-01-13,0.04444,0.06667,0.04444,0.04444,0.04444,39150
2006-01-16,0.06667,0.06667,0.04444,0.04444,0.04444,45900
2006-01-17,0.04444,0.04444,0.04444,0.04444,0.04444,451
2006-01-18,0.04444,0.04444,0.04444,0.04444,0.04444,232
2006-01-19,0.04444,0.04444,0.04444,0.04444,0.04444,360
2006-01-20,0.04444,0.04444,0.04444,0.04444,0.04444,63
2006-01-23,0.04444,0.04444,0.04444,0.04444,0.04444,158
2006-01-24,0.04444,0.06667,0.04444,0.04444,0.04444,456750
2006-01-25,0.04444,0.04444,0.04444,0.04444,0.04444,97
2006-01-26,0.04444,0.06667,0.04444,0.04444,0.04444,59175
2006-01-27,0.04444,0.04444,0.04444,0.04444,0.04444,399
2006-01-30,0.05556,0.05556,0.05556,0.05556,0.05556,0
2006-01-31,0.05556,0.05556,0.05556,0.05556,0.05556,0
2006-02-01,0.04444,0.04444,0.04444,0.04444,0.04444,270
2006-02-02,0.04444,0.04444,0.04444,0.04444,0.04444,52
2006-02-03,0.04444,0.04444,0.04444,0.04444,0.04444,26
2006-02-06,0.04444,0.06667,0.04444,0.04444,0.04444,106875
2006-02-07,0.04444,0.06667,0.04444,0.04444,0.04444,237375
2006-02-08,0.06667,0.08889,0.04444,0.06667,0.06667,16211925
2006-02-09,0.06667,0.08889,0.04444,0.06667,0.06667,3074850
2006-02-10,0.06667,0.06667,0.04444,0.06667,0.06667,432
2006-02-13,0.06667,0.06667,0.04444,0.04444,0.04444,483525
2006-02-14,0.04444,0.06667,0.04444,0.06667,0.06667,334800
2006-02-15,0.06667,0.06667,0.04444,0.04444,0.04444,196425
2006-02-16,0.04444,0.04444,0.04444,0.04444,0.04444,81
2006-02-17,0.04444,0.04444,0.04444,0.04444,0.04444,1937
2006-02-20,0.04444,0.04444,0.04444,0.04444,0.04444,0
2006-02-21,0.04444,0.04444,0.04444,0.04444,0.04444,98
2006-02-22,0.04444,0.04444,0.04444,0.04444,0.04444,22
